id,y_pred,y_score
seq_2011|1,1,0.5648875048473766
seq_4719|1,1,0.8885523366402251
seq_769|1,1,0.7960059051323986
seq_1203|1,1,0.7052844914760465
seq_3008|1,1,0.7792303041909904
seq_4817|1,1,0.9863148784651644
seq_4288|1,0,0.46818622344707284
seq_1759|1,1,0.7900463380904151
seq_4417|1,1,0.9614093453730912
seq_4700|1,1,0.9510806597036471
seq_2703|1,1,0.968494105528946
seq_621|1,0,0.4846341153793702
seq_4422|1,1,0.8836352326931123
seq_733|1,1,0.889548857020862
seq_979|1,1,0.7965692976920049
seq_4450|1,1,0.9417543380631349
seq_3725|1,1,0.7825017854382589
seq_701|1,1,0.9594724064695581
seq_3986|1,1,0.875004102999845
seq_658|1,1,0.7780537618883652
seq_3711|1,1,0.9631846957689464
seq_2957|1,1,0.8758270217825814
seq_449|1,1,0.9415483277802625
seq_657|1,1,0.7609930260198955
seq_3334|1,1,0.8197649205907541
seq_1340|1,1,0.9773528453532183
seq_3314|1,1,0.9776869697098538
seq_2049|1,1,0.5141084416129975
seq_3900|1,1,0.9484436614982648
seq_3680|1,1,0.9338009893389592
seq_3075|1,1,0.6655661643591756
seq_3496|1,1,0.9634182517994148
seq_3225|1,1,0.7982290576472604
seq_1798|1,1,0.7777538433303623
seq_1729|1,1,0.75585402492735
seq_4954|1,1,0.7484510790904685
seq_4334|1,1,0.5394142390087403
seq_3929|1,1,0.5230610925542232
seq_3242|1,1,0.6259322160866579
seq_2672|1,1,0.9484005690790974
seq_2334|1,1,0.9712295090298568
seq_1937|1,1,0.9639125561012234
seq_917|1,1,0.5771403538475461
seq_2009|1,1,0.6498137793728158
seq_2503|1,1,0.9828709332236679
seq_1825|1,1,0.9523656964868361
seq_2004|1,1,0.9556322471646282
seq_656|1,0,0.3123796807613311
seq_3687|1,1,0.9339878442222765
seq_4609|1,1,0.9923137384347825
seq_1266|1,1,0.9838547668997014
seq_244|1,1,0.8821173708233584
seq_4320|1,1,0.9815001599237394
seq_1121|1,1,0.9769033696027676
seq_4695|1,1,0.9357275680675841
seq_3196|1,1,0.8340613462490701
seq_3044|1,0,0.3404887802321463
seq_4904|1,1,0.8870821504425388
seq_4761|1,1,0.9710773913244594
seq_206|1,1,0.8325149289884123
seq_1952|1,1,0.5445425647656007
seq_3666|1,1,0.8736513015966026
seq_639|1,1,0.7748719765403685
seq_1607|1,1,0.542379332475893
seq_4264|1,1,0.5961804694002447
seq_3870|1,1,0.9009147135837916
seq_1538|1,0,0.48675939261589757
seq_620|1,0,0.271841424060348
seq_4500|1,1,0.9624750110384126
seq_1230|1,1,0.9172722729835706
seq_2639|1,1,0.8839829994821238
seq_659|1,1,0.6046334124459262
seq_3326|1,0,0.4383116878865968
seq_4166|1,1,0.8512328380255232
seq_377|1,1,0.5576819354020027
seq_622|1,1,0.9792674080293908
seq_4423|1,1,0.9483280630987475
seq_3922|1,1,0.9560132739105888
seq_941|1,1,0.7685464066148809
seq_315|1,1,0.816433657761291
seq_4487|1,1,0.9632498371543684
seq_1643|1,1,0.9850625705398647
seq_493|1,1,0.9800852954787008
seq_643|1,1,0.9798932727243855
seq_2477|1,1,0.9518095214077601
seq_3953|1,1,0.9566190792760759
seq_4100|1,1,0.9828834935682723
seq_4508|1,1,0.9722983839575229
seq_131|1,1,0.9578517161705485
seq_2769|1,1,0.8654193647923782
seq_4158|1,1,0.9372386454639804
seq_2729|1,1,0.7925800456616944
seq_1193|1,1,0.8924621840060021
seq_2722|1,1,0.9928557176675848
seq_2650|1,1,0.8442436578077123
seq_2916|1,1,0.5420274589517855
seq_1899|1,1,0.841496548405585
seq_4398|1,1,0.8993232099211047
seq_192|1,0,0.32997542986397316
seq_9|1,1,0.9465547578144873
seq_4419|1,1,0.9705928578914103
seq_2194|1,1,0.9250793371076393
seq_2295|1,1,0.9919273624709696
seq_1860|1,1,0.9430729702023227
seq_1638|1,1,0.8368471754968914
seq_1890|1,1,0.9634714505142595
seq_2215|1,1,0.982485565833861
seq_49|1,1,0.9730393035147931
seq_1271|1,1,0.987994458165327
seq_4131|1,1,0.933863874182289
seq_4010|1,1,0.6984735299600406
seq_3890|1,1,0.8691486651836404
seq_773|1,1,0.8269889807759364
seq_685|1,1,0.8071802969958475
seq_3659|1,1,0.8566637515650287
seq_2628|1,1,0.8975066676378297
seq_636|1,1,0.9729974800663003
seq_246|1,0,0.20338236682921784
seq_2491|1,1,0.9234829382305677
seq_1139|1,1,0.9096089365326946
seq_478|1,1,0.7726659976970552
seq_3233|1,1,0.9629726419598864
seq_3423|1,1,0.9951210503828484
seq_4297|1,1,0.9877311022434979
seq_2761|1,1,0.9597152131299915
seq_2473|1,1,0.9426038252742543
seq_4907|1,1,0.6604830021502579
seq_3717|1,1,0.6537350837554451
seq_647|1,1,0.9528720715351499
seq_2495|1,1,0.8478704605395319
seq_1704|1,1,0.6106764565589783
seq_857|1,1,0.9657960534193853
seq_2922|1,1,0.8657419397495465
seq_617|1,0,0.11783599721717788
seq_2614|1,1,0.9390775236899063
seq_4096|1,1,0.8403839398928592
seq_672|1,1,0.9688698899288902
seq_2574|1,1,0.5983470791793893
seq_1492|1,1,0.8588431962754223
seq_3263|1,1,0.5220706749274862
seq_3333|1,1,0.9540666321935469
seq_1762|1,1,0.9686396402942742
seq_4087|1,1,0.9912805424078126
seq_461|1,0,0.3942810490313106
seq_2207|1,1,0.9277668558639326
seq_1236|1,1,0.8993265529407027
seq_2758|1,1,0.8805515708598228
seq_3335|1,1,0.9905270265395737
seq_140|1,1,0.827713285294719
seq_3894|1,1,0.8139582627129295
seq_3354|1,1,0.7686275113780294
seq_2174|1,1,0.9910425223259226
seq_2168|1,1,0.6968255435926085
seq_3834|1,0,0.08597265877031253
seq_1967|1,1,0.9917718278513213
seq_2458|1,1,0.9316275674628692
seq_1668|1,0,0.38565753111405077
seq_4402|1,1,0.9932205514395313
seq_1568|1,1,0.7905825007532585
seq_4942|1,1,0.9647440718139105
seq_1071|1,1,0.8254964284367977
seq_169|1,1,0.9176374761626381
seq_1205|1,1,0.6090145048154869
seq_669|1,1,0.925804475736378
seq_2692|1,1,0.9567704822387847
seq_4207|1,1,0.8493671741350178
seq_4867|1,1,0.9919718331714766
seq_4623|1,1,0.9245913312336281
seq_3987|1,0,0.4363582237678701
seq_1136|1,1,0.8620354115306851
seq_2337|1,1,0.9455864635271933
seq_4313|1,1,0.7740773922723649
seq_1341|1,1,0.8288277168446014
seq_2830|1,1,0.8019488964609717
seq_4927|1,1,0.9610069947219045
seq_4016|1,1,0.8016590295177431
seq_205|1,1,0.534398270803429
seq_1795|1,1,0.9796842757067648
seq_809|1,1,0.5536783994109324
seq_476|1,1,0.9401097028881095
seq_4988|1,1,0.8897391556951825
seq_1500|1,1,0.7593538136742511
seq_2765|1,0,0.32158444802981645
seq_971|1,1,0.8149005033020887
seq_746|1,1,0.9407103065580821
seq_2663|1,1,0.5650845645739587
seq_645|1,1,0.5283894928120465
seq_797|1,1,0.7946034973117816
seq_775|1,1,0.9006156798422515
seq_2057|1,1,0.9802315841440306
seq_687|1,1,0.5363738949138598
seq_2520|1,1,0.7723572111101702
seq_4006|1,1,0.9753366708381311
seq_99|1,1,0.9613929034306112
seq_1407|1,1,0.9061719346774525
seq_4496|1,1,0.9433576061666732
seq_4374|1,1,0.6451887643019909
seq_2184|1,1,0.9049080200717051
seq_4330|1,0,0.11249428037110877
